transaction_id,reason_code,transaction_amount,avs_match,cvv_match,device_trust_score,ip_geo_match,delivery_confirmed,is_digital_good,customer_history_days,prior_disputes,confounder_feature,dispute_won
txn_000061,10.4,92.35,True,True,0.224,True,True,True,890,0,54.006,1
txn_000062,11.1,84.17,True,True,0.204,True,False,False,710,0,74.771,0
txn_000063,13.1,199.89,True,True,0.225,True,True,True,634,0,57.14,1
txn_000064,10.4,35.83,False,False,0.21,False,True,False,191,0,48.013,0
txn_000065,13.1,146.11,True,True,0.746,True,False,False,721,1,50.997,0
txn_000066,10.4,64.96,False,True,0.591,True,False,False,359,0,31.009,0
txn_000067,11.1,183.87,False,True,0.233,True,True,True,863,0,40.352,1
txn_000068,10.4,85.89,True,False,0.932,True,True,True,481,0,31.905,1
txn_000069,4853,229.16,False,True,0.012,True,True,False,3,0,36.61,0
txn_000070,13.3,274.64,False,True,0.686,True,False,False,103,0,82.196,1
txn_000071,10.4,11.84,True,False,0.543,False,False,False,890,0,46.893,0
txn_000072,10.4,145.91,False,True,0.531,False,True,False,402,0,57.003,1
txn_000073,11.1,21.65,True,True,0.551,True,True,False,548,0,55.1,1
txn_000074,13.3,51.34,True,True,0.487,False,True,False,419,0,65.203,0
txn_000075,13.3,114.82,True,True,0.946,True,False,False,990,0,51.635,1
txn_000076,13.3,12.66,True,True,0.619,True,True,True,269,0,38.889,1
txn_000077,10.4,35.44,True,True,0.459,True,False,False,835,0,60.865,1
txn_000078,13.1,182.58,False,True,0.86,True,False,False,222,0,59.038,0
txn_000079,10.4,103.98,False,True,0.89,True,True,True,499,0,39.209,1
txn_000080,4853,171.17,True,True,0.774,True,True,False,513,0,51.108,1
txn_000081,13.3,219.81,True,False,0.574,True,True,False,236,1,62.891,0
txn_000082,13.1,169.55,False,True,0.043,True,True,True,682,0,41.93,1
txn_000083,10.4,611.29,True,True,0.91,True,True,True,812,0,69.725,0
txn_000084,13.1,5.0,False,True,0.818,True,False,False,991,0,36.605,0
txn_000085,13.1,345.06,True,True,0.934,False,True,False,196,0,63.968,1
txn_000086,13.3,317.66,False,True,0.135,True,True,False,325,0,66.328,1
txn_000087,13.3,18.94,True,True,0.961,True,False,False,741,0,75.24,1
txn_000088,4853,540.91,False,False,0.966,True,True,True,406,0,41.179,1
txn_000089,13.1,127.24,False,True,0.453,False,False,False,407,0,56.638,0
txn_000090,10.4,24.13,False,True,0.074,True,True,False,508,0,25.457,0
txn_000091,13.3,386.59,True,False,0.622,True,False,True,828,0,63.083,1
txn_000092,13.3,22.77,False,True,0.626,True,True,True,692,0,80.413,0
txn_000093,13.1,135.19,True,True,0.531,True,False,True,321,0,54.591,0
txn_000094,13.3,409.08,True,True,0.328,True,False,False,883,0,34.212,1
txn_000095,13.1,50.6,True,True,0.072,False,True,True,251,0,25.502,0
txn_000096,13.1,33.58,True,True,0.562,True,True,True,718,0,42.051,0
txn_000097,13.1,471.09,False,False,0.314,False,True,False,709,0,41.575,0
txn_000098,10.4,222.9,True,True,0.1,False,True,False,270,0,45.353,0
txn_000099,10.4,115.59,False,True,0.19,False,False,False,158,0,22.152,0
txn_000100,10.4,14.73,True,False,0.791,False,True,True,614,0,45.804,1
txn_000101,13.3,74.86,True,True,0.806,True,False,True,590,0,54.306,1
txn_000102,13.1,462.94,False,True,0.768,False,True,False,522,0,61.355,1
txn_000103,13.1,498.82,True,True,0.076,True,True,True,86,1,68.888,1
txn_000104,4853,244.55,True,True,0.111,False,False,False,115,0,35.644,1
txn_000105,10.4,7.24,True,False,0.233,True,True,True,671,0,25.099,0
txn_000106,13.1,58.61,True,True,0.979,False,False,False,298,0,56.346,0
txn_000107,13.3,65.27,True,True,0.275,False,False,False,223,0,69.212,1
txn_000108,10.4,92.48,True,False,0.935,True,True,True,57,0,64.913,0
txn_000109,10.4,197.17,False,True,0.659,False,True,True,563,0,98.414,1
txn_000110,10.4,410.12,True,True,0.027,True,False,True,73,0,61.471,0
txn_000111,10.4,142.37,True,True,0.487,True,True,False,8,0,74.651,1
txn_000112,4853,5.0,True,True,0.836,True,True,False,870,0,44.862,1
txn_000113,11.1,96.87,True,False,0.064,True,True,True,991,0,46.061,1
txn_000114,13.3,298.59,True,True,0.61,True,False,False,848,0,53.809,0
txn_000115,4853,376.78,True,True,0.32,False,True,False,729,0,60.106,0
txn_000116,11.1,174.42,True,True,0.2,False,True,True,888,0,50.449,1
txn_000117,10.4,128.16,False,True,0.528,True,False,False,571,0,69.103,0
txn_000118,4853,9.74,True,True,0.796,True,False,True,766,0,35.405,1
txn_000119,13.1,480.37,True,True,0.779,True,True,False,417,0,63.926,1
txn_000120,11.1,71.2,True,True,0.174,True,True,False,683,0,64.481,0
txn_000121,4853,5.0,True,True,0.348,True,True,False,113,0,47.155,1
txn_000122,13.1,134.42,True,True,0.348,True,False,False,642,0,68.48,0
txn_000123,10.4,14.69,True,True,0.824,False,True,True,735,0,56.964,1
txn_000124,10.4,50.36,True,True,0.496,True,True,True,339,0,52.839,1
txn_000125,13.1,284.49,True,True,0.375,True,True,False,842,0,50.605,0
txn_000126,11.1,413.28,True,True,0.805,True,True,False,971,0,62.643,1
txn_000127,4853,35.68,False,True,0.891,False,False,True,398,0,40.813,1
txn_000128,10.4,109.72,False,True,0.324,True,True,False,605,0,37.414,0
txn_000129,13.1,125.58,True,False,0.985,False,True,False,354,0,38.459,1
txn_000130,13.1,144.5,True,True,0.536,False,False,False,799,0,48.747,0
txn_000131,10.4,22.8,True,True,0.062,True,True,False,848,0,58.392,1
txn_000132,10.4,9.33,True,True,0.366,True,False,False,50,0,54.956,0
txn_000133,13.1,267.43,True,True,0.544,False,False,True,463,0,64.141,0
txn_000134,4853,21.67,True,True,0.826,True,False,False,764,0,53.114,0
txn_000135,13.1,223.91,True,True,0.709,True,False,False,543,0,41.686,0
txn_000136,13.1,35.2,True,True,0.2,True,False,True,27,0,38.569,1
txn_000137,13.3,97.96,True,False,0.424,True,True,True,229,0,49.724,1
txn_000138,13.1,5.0,True,False,0.098,True,True,False,176,0,47.497,0
txn_000139,4853,103.83,False,True,0.877,True,False,True,245,0,53.624,0
txn_000140,4853,11.52,True,True,0.004,False,True,True,505,0,34.9,0
txn_000141,10.4,481.97,True,True,0.261,False,False,True,678,0,68.693,0
txn_000142,13.1,246.66,True,False,0.762,True,True,True,741,0,54.92,0
txn_000143,13.1,41.96,True,True,0.022,True,True,True,151,0,54.264,1
txn_000144,10.4,199.94,True,True,0.721,True,False,False,35,0,31.652,1
txn_000145,10.4,285.73,True,False,0.654,False,False,False,333,1,35.902,0
txn_000146,13.3,164.42,True,True,0.445,False,True,True,862,1,44.65,0
txn_000147,13.1,409.93,True,True,0.141,True,False,True,658,0,15.193,1
txn_000148,10.4,213.59,True,True,0.309,True,True,True,806,1,54.505,0
txn_000149,10.4,92.33,True,True,0.199,True,False,False,121,0,26.052,0
txn_000150,4853,5.0,True,True,0.006,True,True,True,686,0,24.516,1
txn_000151,10.4,140.39,True,True,0.368,True,True,True,792,0,51.144,1
txn_000152,10.4,64.03,True,True,0.902,True,True,False,722,0,66.743,1
txn_000153,13.1,11.66,True,True,0.48,True,False,True,403,0,46.991,1
txn_000154,4853,134.18,True,True,0.601,False,True,False,27,0,51.092,0
txn_000155,10.4,84.57,True,True,0.941,True,True,True,301,0,45.051,1
txn_000156,13.3,135.21,True,True,0.451,True,True,False,395,0,50.331,1
txn_000157,13.3,25.01,False,True,0.583,True,True,True,357,0,61.208,1
txn_000158,10.4,114.27,True,True,0.092,True,False,False,393,0,23.626,0
txn_000159,13.3,102.85,True,True,0.134,True,False,False,752,1,47.02,0
txn_000160,13.1,85.66,True,False,0.584,True,True,False,342,0,78.627,1
txn_000161,13.3,18.57,True,True,0.048,True,True,True,273,0,46.317,1
txn_000162,13.3,46.29,True,True,0.036,True,True,True,490,0,31.507,1
txn_000163,13.1,48.3,True,True,0.105,True,False,False,924,0,45.897,0
txn_000164,10.4,16.57,False,True,0.233,True,False,True,506,0,83.157,0
txn_000165,11.1,80.61,False,True,0.098,True,True,False,864,0,40.753,0
txn_000166,13.1,256.34,True,True,0.256,False,True,True,815,0,86.07,0
txn_000167,10.4,251.76,True,True,0.739,False,True,True,958,0,20.713,0
txn_000168,10.4,454.98,True,True,0.416,True,False,True,624,0,54.819,1
txn_000169,13.1,28.2,False,False,0.664,True,True,False,953,0,55.711,1
txn_000170,13.3,6.03,True,True,0.765,True,True,False,543,0,54.579,1
txn_000171,10.4,257.31,True,True,0.328,True,False,False,218,0,56.609,0
txn_000172,13.1,68.09,True,True,0.894,False,False,True,40,0,46.145,0
txn_000173,10.4,79.48,True,True,0.862,False,True,False,544,0,17.489,0
txn_000174,13.3,25.24,True,True,0.413,False,False,True,132,0,69.906,0
txn_000175,10.4,109.89,True,True,0.825,True,True,False,766,0,25.763,1
txn_000176,13.3,53.69,True,True,0.337,True,True,False,387,0,55.396,1
txn_000177,13.1,11.56,True,True,0.723,False,False,True,545,0,48.828,1
txn_000178,4853,411.14,False,True,0.971,False,True,False,458,0,17.374,0
txn_000179,10.4,81.58,True,True,0.312,False,True,False,352,0,46.689,0
txn_000180,13.1,300.43,True,True,0.573,True,True,False,795,0,48.88,0
txn_000181,10.4,190.91,True,False,0.36,True,True,False,452,0,76.52,0
txn_000182,4853,348.71,False,True,0.497,True,True,False,239,0,64.355,0
txn_000183,4853,10.04,True,True,0.218,True,False,False,419,0,39.615,0
txn_000184,10.4,20.79,True,True,0.428,True,False,False,12,0,67.517,0
txn_000185,13.3,294.03,True,True,0.645,False,False,True,111,0,58.18,0
txn_000186,11.1,224.59,True,True,0.345,False,True,False,844,0,22.803,0
txn_000187,13.1,25.58,True,True,0.289,True,False,False,275,0,46.356,0
txn_000188,13.1,189.65,True,False,0.331,True,False,False,125,0,70.06,0
txn_000189,10.4,42.99,True,False,0.312,True,True,False,28,0,46.589,0
txn_000190,10.4,363.42,True,False,0.16,True,True,True,705,0,58.035,0
txn_000191,4853,273.21,False,False,0.906,True,False,False,527,0,53.132,0
txn_000192,4853,30.2,True,True,0.956,True,False,True,244,0,37.159,0
txn_000193,13.3,157.0,True,True,0.265,True,False,False,930,0,78.003,1
txn_000194,13.1,44.53,True,True,0.617,True,False,False,902,0,41.622,0
txn_000195,13.1,105.99,True,True,0.315,False,False,False,6,0,54.797,0
txn_000196,13.3,254.55,True,False,0.58,True,False,False,551,0,32.942,0
txn_000197,4853,205.69,True,True,0.293,True,True,False,507,0,44.158,1
txn_000198,4853,33.54,True,False,0.061,False,True,False,252,0,41.296,0
txn_000199,13.3,35.53,True,True,0.15,False,False,False,43,1,63.654,1
txn_000200,13.3,141.91,True,True,0.523,False,False,True,907,0,60.734,0
txn_000201,10.4,394.49,True,True,0.249,True,True,True,676,0,33.551,0
txn_000202,10.4,47.19,True,False,0.484,True,True,False,302,0,74.359,0
txn_000203,4853,364.29,True,False,0.91,True,False,False,82,0,41.855,1
txn_000204,13.3,5.0,True,True,0.041,True,True,True,736,0,39.742,0
txn_000205,10.4,137.66,True,False,0.815,True,True,False,270,0,32.397,0
txn_000206,10.4,97.66,True,True,0.487,True,False,False,573,0,31.804,1
txn_000207,13.3,129.18,True,True,0.154,True,False,True,144,0,64.221,0
txn_000208,10.4,38.16,True,True,0.232,True,True,False,983,0,39.086,0
txn_000209,10.4,109.95,True,True,0.991,True,False,False,965,0,73.385,1
txn_000210,13.1,177.05,False,True,0.348,True,True,False,776,0,55.265,1
txn_000211,13.3,25.61,True,True,0.065,True,True,True,528,0,30.878,1
txn_000212,13.3,98.71,True,True,0.586,True,True,True,164,0,21.633,1
txn_000213,10.4,202.87,False,True,0.192,True,False,True,486,0,63.747,0
txn_000214,13.3,117.23,False,True,0.898,False,True,False,898,0,38.869,0
txn_000215,10.4,86.86,True,False,0.355,True,False,False,319,0,72.29,0
txn_000216,13.1,43.27,True,True,0.618,False,True,False,655,1,78.748,1
txn_000217,13.3,31.12,False,True,0.852,False,True,False,232,1,45.744,0
txn_000218,13.3,7.96,True,True,0.984,True,False,False,95,0,58.481,0
txn_000219,11.1,81.43,False,True,0.958,True,True,True,191,0,43.544,0
txn_000220,13.3,125.36,False,False,0.112,True,False,False,392,0,44.219,1
txn_000221,13.1,293.13,True,False,0.338,True,False,False,57,0,40.623,0
txn_000222,10.4,136.16,False,True,0.643,True,True,False,60,0,61.165,0
txn_000223,13.1,77.38,True,True,0.124,False,False,False,619,0,62.123,1
txn_000224,10.4,103.59,True,True,0.383,True,False,False,28,0,65.766,0
txn_000225,10.4,227.3,True,True,0.95,True,False,False,24,0,57.79,1
txn_000226,4853,217.73,True,True,0.191,True,False,True,228,0,35.045,1
txn_000227,13.1,100.27,True,True,0.497,True,True,True,659,0,74.552,1
txn_000228,4853,110.82,True,True,0.05,False,False,False,84,0,40.827,0
txn_000229,13.3,123.24,False,True,0.64,False,True,True,372,0,71.439,1
txn_000230,13.3,223.64,True,True,0.593,True,True,True,450,0,63.801,1
txn_000231,13.1,465.26,True,True,0.835,False,True,False,529,0,51.413,1
txn_000232,13.1,1090.21,True,True,0.872,False,True,False,581,2,40.519,1
txn_000233,13.1,69.17,False,True,0.212,True,True,False,295,0,59.902,1
txn_000234,10.4,57.98,True,True,0.859,True,True,False,23,0,30.064,1
txn_000235,13.3,59.59,False,True,0.98,True,False,True,361,0,66.024,1
txn_000236,10.4,63.51,True,False,0.885,True,True,True,447,0,46.853,1
txn_000237,10.4,157.54,True,False,0.864,True,True,False,206,0,68.623,0
txn_000238,13.3,158.51,False,True,0.572,False,True,False,19,0,39.315,0
txn_000239,10.4,115.35,True,False,0.655,True,True,False,442,0,62.359,0
txn_000240,4853,212.86,True,True,0.788,True,False,True,26,1,8.568,1
txn_000241,4853,5.0,False,True,0.178,True,True,False,653,0,39.363,0
txn_000242,4853,8.64,True,True,0.977,True,False,True,179,1,44.196,1
txn_000243,13.1,184.15,True,True,0.298,True,False,False,545,0,30.799,0
txn_000244,10.4,204.0,False,True,0.515,True,True,False,500,0,49.645,1
txn_000245,4853,40.59,True,True,0.548,True,False,False,879,0,46.478,1
txn_000246,13.1,226.47,False,False,0.837,True,True,True,365,0,74.977,1
txn_000247,4853,45.45,True,False,0.466,True,False,True,672,0,33.67,1
txn_000248,4853,411.19,True,True,0.414,True,True,True,6,0,19.772,1
txn_000249,4853,9.82,True,True,0.354,True,True,True,785,0,19.083,1
txn_000250,10.4,203.42,False,True,0.884,True,False,False,315,0,63.761,0
txn_000251,13.1,21.17,True,True,0.852,True,True,False,643,2,61.18,1
txn_000252,4853,327.26,True,True,0.429,True,False,True,539,0,29.189,1
txn_000253,13.1,48.15,True,True,0.416,False,True,False,150,0,45.432,1
txn_000254,10.4,161.42,True,True,0.189,True,False,True,961,0,59.739,0
txn_000255,13.1,48.49,True,True,0.503,True,True,False,248,0,63.817,0
txn_000256,4853,57.23,False,True,0.34,True,True,True,828,0,39.853,0
txn_000257,13.3,160.47,True,True,0.406,False,False,True,389,0,44.831,1
txn_000258,13.1,234.84,False,True,0.196,True,True,False,115,0,77.331,1
txn_000259,10.4,286.45,True,False,0.615,True,False,False,64,0,58.25,1
txn_000260,13.3,182.2,True,True,0.436,False,False,False,421,0,34.477,0
txn_000261,4853,84.03,True,True,0.906,True,True,False,609,0,81.046,1
txn_000262,10.4,47.91,True,True,0.426,True,True,True,977,0,60.345,1
txn_000263,13.1,232.53,True,True,0.788,True,True,False,464,0,60.148,1
txn_000264,4853,8.99,False,True,0.595,True,True,True,132,0,59.91,0
txn_000265,13.3,30.91,True,True,0.899,True,True,False,621,0,40.846,1
txn_000266,13.3,84.82,True,True,0.86,False,False,True,788,0,53.659,1
txn_000267,13.3,110.86,True,True,0.864,False,False,False,284,0,48.573,1
txn_000268,13.1,5.0,True,True,0.978,True,True,False,935,0,41.483,1
txn_000269,10.4,29.97,False,True,0.108,True,True,True,13,1,46.597,1
txn_000270,11.1,97.32,True,True,0.277,True,False,True,869,0,47.867,1
txn_000271,11.1,13.92,False,True,0.0,True,True,True,430,0,69.965,0
txn_000272,4853,42.65,True,True,0.806,True,True,False,431,0,48.305,1
txn_000273,4853,203.12,True,True,0.697,True,True,True,95,0,56.834,1
txn_000274,13.1,39.32,False,True,0.931,True,False,False,364,0,72.759,0
txn_000275,13.1,297.3,True,True,0.708,True,True,False,677,0,49.974,1
txn_000276,13.3,571.26,True,True,0.059,True,True,False,611,0,90.069,1
txn_000277,13.3,5.0,True,True,0.217,True,True,False,147,0,47.16,1
txn_000278,13.3,73.64,True,True,0.093,True,True,True,383,0,76.754,1
txn_000279,13.3,301.71,True,True,0.016,True,True,True,966,0,48.201,0
txn_000280,4853,227.35,True,True,0.272,False,True,False,626,0,69.483,0
txn_000281,13.1,233.45,True,True,0.579,True,True,True,339,0,79.431,1
txn_000282,13.1,142.36,True,True,0.871,True,True,True,107,0,63.83,1
txn_000283,10.4,225.26,False,True,0.664,False,True,True,338,0,44.801,0
txn_000284,13.1,89.11,True,True,0.185,True,True,False,287,0,55.69,1
txn_000285,10.4,238.49,False,True,0.481,False,True,False,193,0,52.836,1
txn_000286,13.1,49.85,True,True,0.229,False,True,True,946,0,68.51,0
txn_000287,13.1,23.49,True,True,0.596,True,True,False,776,0,86.485,1
txn_000288,10.4,64.56,True,True,0.6,True,False,False,795,0,62.53,1
txn_000289,13.1,143.68,True,True,0.355,True,False,False,937,0,65.722,0
txn_000290,10.4,422.19,False,False,0.167,True,False,False,382,0,27.346,0
txn_000291,10.4,89.61,False,True,0.717,True,True,True,290,1,53.628,0
txn_000292,11.1,69.56,False,True,0.299,True,False,True,37,0,39.534,0
txn_000293,13.1,59.42,True,True,0.929,False,True,False,956,0,55.496,1
txn_000294,10.4,375.8,False,True,0.394,True,False,True,978,0,52.294,0
txn_000295,13.1,113.67,True,True,0.008,True,False,False,578,0,4.809,0
txn_000296,13.3,5.0,True,False,0.54,False,True,True,486,0,26.12,1
txn_000297,10.4,449.37,False,True,0.511,True,True,False,373,0,78.245,0
txn_000298,13.3,186.37,True,True,0.353,True,True,False,88,0,53.401,0
txn_000299,10.4,68.46,True,True,0.13,True,False,False,55,0,10.929,0
txn_000300,10.4,9.56,True,True,0.678,True,False,False,460,0,47.293,1
txn_000301,13.1,41.03,False,True,0.299,True,False,False,75,0,49.286,0
txn_000302,13.1,148.52,True,True,0.045,True,True,False,725,0,33.527,1
txn_000303,13.3,286.66,True,True,0.915,False,True,True,769,0,46.955,1
txn_000304,13.3,108.08,True,True,0.161,True,False,True,320,0,64.238,1
txn_000305,4853,169.18,True,True,0.15,True,False,False,760,0,63.715,1
txn_000306,13.1,17.65,True,True,0.146,True,True,True,381,0,46.087,0
txn_000307,13.1,8.81,True,True,0.241,False,True,False,231,0,69.058,1
txn_000308,13.3,51.36,True,True,0.232,True,True,False,311,0,58.888,1
txn_000309,10.4,136.72,True,True,0.139,True,True,True,267,2,38.019,1
txn_000310,13.1,83.98,True,True,0.764,True,True,False,135,0,68.942,1
txn_000311,10.4,110.38,True,True,0.723,True,False,True,882,0,42.625,1
txn_000312,10.4,243.32,False,False,0.04,True,True,True,434,0,87.687,0
txn_000313,4853,128.7,True,True,0.124,True,False,True,497,1,52.051,1
txn_000314,11.1,87.57,True,False,0.794,True,True,False,514,0,54.871,1
txn_000315,13.3,9.53,False,True,0.532,True,False,False,894,0,58.314,0
txn_000316,13.1,68.27,True,True,0.21,True,True,True,427,0,50.078,1
txn_000317,10.4,54.03,True,True,0.79,True,True,False,699,0,65.582,0
txn_000318,10.4,172.38,True,True,0.742,True,True,True,133,0,28.4,1
txn_000319,10.4,5.0,True,False,0.727,False,False,False,180,0,26.215,0
txn_000320,13.1,365.94,True,True,0.085,False,False,True,864,0,36.088,1
txn_000321,13.3,226.89,False,True,0.753,True,True,True,361,0,43.878,1
txn_000322,13.3,14.13,True,True,0.401,True,True,True,550,0,53.474,1
txn_000323,10.4,49.12,True,True,0.216,True,True,False,629,0,54.1,1
txn_000324,4853,345.76,False,True,0.462,False,False,False,291,0,58.427,0
txn_000325,13.3,272.23,True,False,0.298,True,False,False,195,0,62.64,0
txn_000326,13.1,481.98,True,True,0.872,True,True,True,105,0,29.028,1
txn_000327,13.3,82.75,True,True,0.516,True,False,False,69,0,43.358,1
txn_000328,13.1,18.28,True,True,0.698,True,False,False,615,0,14.315,1
txn_000329,10.4,73.48,True,True,0.086,True,True,False,125,0,51.295,1
txn_000330,13.1,134.54,True,True,0.316,True,False,False,823,0,39.607,0
txn_000331,13.3,10.42,False,False,0.685,False,True,False,292,0,47.435,1
txn_000332,10.4,50.84,True,True,0.28,True,False,True,627,0,36.508,1
txn_000333,10.4,116.01,True,True,0.575,True,True,False,879,0,55.595,1
txn_000334,10.4,309.01,True,True,0.278,True,True,False,905,0,13.659,1
txn_000335,10.4,243.68,True,True,0.254,True,False,True,952,0,59.323,1
txn_000336,4853,212.13,True,True,0.219,True,True,False,767,0,41.335,0
txn_000337,13.3,10.22,True,True,0.229,True,False,False,106,0,51.528,1
txn_000338,13.1,62.34,True,True,0.747,True,True,False,646,0,21.512,1
txn_000339,10.4,137.54,False,True,0.035,True,True,True,39,0,43.601,0
txn_000340,13.1,84.31,False,False,0.248,True,True,False,349,0,59.506,1
txn_000341,13.1,36.28,True,True,0.909,False,True,False,883,0,30.951,1
txn_000342,10.4,82.75,True,False,0.322,False,True,False,693,0,59.546,0
txn_000343,13.1,100.49,True,False,0.379,True,True,False,605,0,39.952,1
txn_000344,13.1,116.88,True,True,0.789,True,True,False,704,0,34.16,1
txn_000345,13.3,102.36,True,False,0.705,False,True,True,154,0,65.46,0
txn_000346,13.3,81.39,True,True,0.026,True,False,False,273,0,69.747,1
txn_000347,10.4,47.42,True,True,0.106,False,False,True,497,0,58.98,1
txn_000348,13.1,51.64,True,True,0.429,True,False,False,448,0,50.164,0
txn_000349,13.3,707.03,True,True,0.5,True,True,False,534,0,37.664,1
txn_000350,13.1,97.31,False,True,0.166,False,True,True,88,0,38.766,0
txn_000351,4853,48.68,True,True,0.25,True,True,True,480,0,44.645,0
txn_000352,13.3,339.9,True,False,0.782,False,True,False,264,0,54.151,0
txn_000353,10.4,41.37,False,True,0.389,True,False,False,626,0,75.686,1
txn_000354,10.4,35.51,True,False,0.791,False,False,False,473,0,48.097,0
txn_000355,13.3,48.89,True,False,0.747,True,True,True,655,0,39.581,0
txn_000356,10.4,98.1,True,True,0.373,False,True,False,617,0,91.22,0
txn_000357,13.1,140.15,True,True,0.84,True,True,False,451,0,55.001,1
txn_000358,4853,92.71,True,False,0.617,True,False,False,470,0,14.405,0
txn_000359,13.1,147.68,True,True,0.029,True,False,False,921,0,27.26,0
txn_000360,13.1,35.89,True,True,0.196,True,True,True,645,0,66.508,1
txn_000361,13.3,166.56,True,True,0.206,True,True,False,93,0,31.493,1
txn_000362,13.1,82.53,True,True,0.009,True,True,False,202,0,52.802,1
txn_000363,13.1,76.39,True,True,0.698,True,True,False,225,0,71.322,1
txn_000364,4853,110.14,True,True,0.719,True,True,True,947,0,72.917,1
